,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,HV1,HV2,KV1,KV2,AV1,Vfdt1,Vfdt2,HR1,HR2,HR3,THR1,THR2,HR4,HR5,HR6,THR4,THR5,HR7,HR8,HR9,THR7,THR8,H1,H2,H3,H4,H5,H6,H7,TH2,TH3,TH5,TH6,H8,H9,H10,H11,H12,H13,H14,TH9,TH10,TH12,TH13,H15,H16,H17,THR15,THR16,K1,K2,K3,K4,K5,K6,K7,TK2,TK3,TK5,TK6,K8,K9,K10,TK8,TK9,K11,K12,K13,TK11,TK12,A1,A2,A3,A4,A5,A6,A7,TA2,TA3,TA5,TA6,A8,A9,A10,TA8,TA9,F4,F5,HM1,HM2,THM1,THM2,HM3,HM4,THM3,THM4,HM5,HM6,THM5,THM6,KM1,KM2,TKM1,TKM2,KM3,KM4,TKM3,TKM4,KM5,KM6,TKM5,TKM6,AM1,AM2,TAM1,TAM2,AM3,AM4,TAM3,TAM4,AM5,AM6,TAM5,TAM6
M_IZ_L179M1NAAA,66.365790,33.634210,1.031990,67.465727,1.228333,48.881285,0.840352,54.937916,0.492573,32.201674,0.611667,98.164662,0.371667,0.245000,-58.178595,45.686004,114.136639,-130.077546,-126.471373,29.864098,38.478328,29.596000,23.982000,5.614000,36.030160,48.043375,4.055667,-8.271667,12.327333,18.049551,62.288443,11.995333,-6.907000,18.902333,44.146446,55.481090,55.163333,56.158667,21.302000,27.569333,55.117000,27.569333,35.312667,5.145680,60.246807,99.057261,66.365790,-8.732333,-3.183333,-11.295667,-11.045333,-8.111333,-11.734000,8.715000,24.401351,63.630429,82.703475,77.010048,5.205000,-16.900000,22.105000,79.614334,1.588446,16.550333,50.061000,16.376000,51.070000,58.988333,13.979000,45.009333,65.958446,0.393701,72.869652,98.108157,6.831000,-5.954000,12.785000,35.932672,66.620254,26.876333,4.642000,22.234333,73.557108,98.101697,12.255000,29.941333,-0.068333,1.824667,13.625000,1.458333,30.421000,54.690506,25.738831,98.379446,67.049245,28.210333,-31.676333,59.886667,72.244142,50.165610,51.006667,-57.450000,1.342333,-0.831333,12.597574,69.498319,1.285333,-0.402333,19.507583,61.081598,0.394000,-0.106667,18.851415,63.650437,1.758667,-0.373333,16.534582,59.821472,1.058667,-0.136333,17.993434,80.569204,0.098667,-0.041333,51.825455,46.785958,1.281000,-0.172333,53.970943,4.748072,0.029333,-0.250667,57.138509,16.005646,0.503000,-0.058000,51.383640,60.537380
M_IZ_L180M1NAAA,67.474678,32.525322,1.131770,64.672571,1.255000,47.830661,0.902394,51.565373,0.570777,32.615810,0.625000,96.125749,0.360000,0.270000,-14.978592,87.583214,176.810508,-166.399116,-84.809960,6.917514,35.890140,26.370667,20.405000,5.965667,35.287119,59.042972,0.464333,-5.558333,6.022667,49.132825,77.159501,6.582333,-5.395333,11.977667,74.735450,57.529068,47.635333,49.316667,10.078000,26.523333,50.607333,26.523333,40.529333,6.778584,53.668545,93.943534,67.474678,-8.060000,2.963667,-8.215667,-7.590333,-6.720667,-10.023667,12.987333,49.527887,23.145575,78.921898,97.901612,-8.582333,-24.309333,15.727000,51.537891,98.142714,14.246000,45.987333,7.085333,47.608667,63.820333,8.779667,57.329333,67.076089,46.358287,74.785079,96.552696,1.077333,-12.352667,13.430000,44.507102,73.978418,13.042667,2.375667,10.667000,14.352582,64.050063,-0.803000,13.749333,-6.862333,-6.050667,7.149667,-6.050667,20.611667,47.878248,66.139726,95.244575,67.474678,9.033333,-24.553333,33.586667,89.204503,72.782651,83.346667,-34.750000,0.641667,-0.544000,14.089795,53.538843,0.789333,-0.129667,41.473878,67.657114,0.069000,-0.074000,42.399677,47.394947,0.279333,-0.305333,28.623522,26.808626,0.414667,-0.054000,40.821176,34.943416,0.134333,-0.012333,49.837569,32.067822,1.368333,-0.060000,50.724606,5.011445,0.231000,-0.094000,53.769795,10.238232,0.214000,-0.106000,44.199469,36.656893
M_IZ_L184M1NAAA,74.567321,25.432679,0.880240,51.476023,1.713333,35.053780,0.514802,30.105376,0.382987,22.396881,0.791667,76.029928,0.505000,0.416667,-61.143403,66.491325,106.108569,-153.175024,-93.571031,6.043272,145.436142,32.965333,18.666667,14.298667,25.994214,54.563457,0.024000,-6.522667,6.546667,21.167712,80.038829,2.702000,-5.426333,8.128333,26.435877,43.367621,47.964333,49.862667,7.611333,26.143000,49.857333,26.143000,43.238000,6.716638,57.504605,92.611756,74.567321,-8.370000,1.040000,-11.275333,-11.132000,-4.964333,-11.142000,12.326000,23.217762,73.514236,90.622311,74.668026,2.298333,-7.849000,10.147333,38.897422,57.184874,7.656667,49.226333,2.829667,49.996667,58.188000,5.785333,55.358333,74.275207,40.315161,80.700407,98.722162,2.103333,-3.157667,5.261000,76.495934,71.550800,-2.157667,-12.257333,10.099667,31.876666,58.716901,0.763333,11.079000,-27.130000,-25.820667,4.856667,-25.820667,38.209000,51.266837,73.384194,91.393945,74.567321,22.844667,-6.920667,29.765333,3.097890,81.035893,68.460000,-26.410000,0.363333,-0.569333,69.345079,52.486650,0.788333,-0.120667,40.480577,69.962849,0.064333,-0.069333,20.566063,52.971557,0.325333,-0.231000,32.899667,76.202493,0.439000,-0.085667,41.082141,69.859479,0.099000,-0.005333,49.885600,26.486583,1.013667,-0.082667,52.353943,4.473090,0.258667,-0.021667,51.164101,70.256163,0.033667,-0.375333,4.375051,52.269881
M_IZ_L187M1NAAA,68.994309,31.005691,0.898183,55.443416,1.311667,45.752325,0.684996,42.283733,0.502840,31.039506,0.715000,83.968974,0.323333,0.273333,-32.521091,47.540977,72.321386,-86.562464,-64.098682,17.984497,40.784496,21.060000,9.751000,11.309000,76.117528,29.693455,7.077000,-4.602333,11.679333,28.213934,61.137962,7.362667,-6.269000,13.631667,37.737368,69.634387,36.101667,36.309000,4.715000,16.936000,39.062667,16.936000,34.347667,2.196382,54.758886,98.473282,68.994309,-2.153333,7.766333,-5.444667,-5.484000,0.356000,-6.241667,14.066333,28.599558,68.358587,91.107523,72.912377,-9.133667,-27.166000,18.032333,89.712387,6.356735,18.050333,34.639000,14.832667,35.677667,45.847333,15.150000,33.458667,68.613040,55.008984,75.723604,98.101211,-4.307000,-18.819000,14.512000,52.833036,74.830636,9.007000,0.903333,8.103667,7.832899,96.439377,5.017000,20.646333,-3.608667,-2.684000,11.096333,-2.684000,24.255000,49.941445,46.629003,86.523170,68.994309,21.614000,-17.186333,38.800333,95.673303,42.323128,33.063333,-60.043333,0.171000,-0.731000,96.821388,48.540469,0.927667,-0.150667,29.336709,69.577539,0.172000,-0.015333,26.279484,81.452917,0.842333,-0.149667,24.129777,95.931213,0.328333,-0.105000,29.232898,58.824060,0.017333,-0.020667,36.855825,55.446536,0.778667,-0.069667,49.938320,2.544042,0.051000,-0.056667,58.199020,23.811450,0.193333,-0.084000,49.054960,58.569607
M_IZ_L195M1NAAA,67.321753,32.678247,1.200217,70.600980,1.206667,49.828147,0.996340,58.608232,0.594743,34.984902,0.605000,99.528100,0.403333,0.198333,-10.943494,6.191831,18.948568,-202.057007,-7.451678,24.350706,80.025271,20.468333,17.328667,3.139667,85.080645,32.052745,4.261333,-5.902333,10.163667,10.653297,69.743439,3.356000,-7.465333,10.821333,33.071272,77.259796,43.114000,45.596000,6.925333,22.214667,48.119000,22.214667,41.193667,6.109344,53.898763,88.468246,67.321753,-1.857000,2.868000,-9.697000,-9.686000,-1.649000,-9.709333,12.591333,12.524265,66.906518,90.057313,67.990570,2.807000,-15.322333,18.129333,63.777562,74.433419,7.149333,52.783000,6.966000,54.167667,70.057667,9.041000,63.991000,66.906518,15.456989,75.986117,98.498563,1.654333,-15.256000,16.910333,53.140422,74.460662,-2.059667,-14.663000,12.603333,47.393044,58.054192,8.750333,16.296333,-15.153000,-15.066667,8.144667,-15.066667,31.449333,48.236198,66.638776,95.537986,67.321753,21.464667,-27.546333,49.011000,76.854620,58.345447,71.606667,-40.413333,0.751667,-0.519000,5.712751,62.965953,0.607333,-0.288333,20.492911,53.324921,0.124000,-0.062333,19.768532,50.948758,0.667333,-0.342333,20.197926,97.196222,0.208667,-0.155667,29.939690,49.872414,0.043000,-0.023667,44.396222,17.618889,1.317000,-0.169333,50.031544,6.606651,0.238333,-0.147000,52.763450,20.725521,0.287667,-0.285667,41.391379,54.676553
M_IZ_L199M2NAAA,70.208193,29.791807,0.424327,34.498103,1.371667,43.854521,0.309373,25.152303,0.276377,22.469648,1.120000,70.205670,0.415000,-0.163333,-9.403447,20.647781,80.130927,-157.747855,-39.721520,15.564419,9.487198,34.708333,27.089000,7.619333,18.747776,62.003494,11.512333,-5.742667,17.255000,88.750063,46.175998,10.655667,-15.724667,26.380333,38.495613,58.278186,47.202000,47.239000,31.389000,40.577000,49.118000,40.577000,19.256333,0.854701,48.388465,86.653424,70.208193,-9.461667,2.611000,-13.010333,-13.111000,-4.858667,-13.918000,16.529000,31.098180,69.842738,99.885845,73.820085,-4.182333,-17.533333,13.351000,58.348056,12.917504,5.690333,45.700333,5.101333,46.706667,55.911333,8.850333,50.810000,69.842738,3.299844,77.320807,99.047034,5.460000,-6.531667,11.991667,82.931821,34.822428,8.386333,-5.206000,13.592333,61.549693,58.590311,-5.577667,12.908667,-11.287333,-11.093667,-2.096000,-13.317000,26.336000,52.784196,68.640165,89.422032,79.617001,32.822667,2.155333,30.667333,86.596993,59.286027,37.930000,-16.553333,0.383000,-0.126667,27.852656,71.996586,0.606333,-0.067333,28.312807,56.799030,0.047333,-0.018667,78.749940,57.240549,0.017667,-0.206333,72.254984,46.620717,0.203333,-0.068667,49.408170,25.541399,0.041667,-0.015333,49.417020,2.800689,0.580667,-0.012000,47.396086,60.747952,0.146667,-0.023667,52.905450,45.712950,0.005000,-0.289333,57.680434,52.412489
M_IZ_L201M1NAAA,67.981235,32.018765,1.371560,71.435417,1.343333,44.722065,1.022003,53.229306,0.672687,35.035764,0.658333,91.259259,0.441667,0.243333,-43.588313,78.217501,165.837665,-176.605079,-137.269182,10.511116,58.893088,13.759667,8.693667,5.066000,68.997754,87.605553,1.604667,-7.312333,8.917000,21.098512,70.492170,3.992000,-4.598333,8.590333,53.843788,24.869792,33.261333,33.273000,-4.867333,13.518667,35.378667,13.518667,40.246000,2.343750,56.565604,91.160187,67.981235,-3.343333,1.305667,-11.495667,-11.608667,-6.620000,-11.981333,13.287000,21.141294,67.608552,95.796817,69.848335,23.981000,-9.538000,33.519000,2.942215,66.012603,15.076000,54.120333,12.335000,55.477000,68.456000,7.748667,60.707333,67.608552,29.730012,74.953642,99.283154,10.484667,-2.268333,12.753000,83.981800,69.812453,-2.832667,-28.382667,25.550000,51.828798,67.578125,6.061333,19.060667,-14.317667,-14.456333,9.411667,-14.567333,33.664667,48.192954,67.608552,90.861281,68.361126,26.800333,-25.281667,52.082000,88.229319,42.066648,164.496667,-69.326667,0.880000,-1.109333,63.316958,76.517310,0.895667,-0.270000,42.248873,35.335262,0.129333,-0.107333,16.611431,82.252077,0.749667,-0.430000,15.475438,63.316958,0.448000,-0.195667,49.078324,82.132602,0.134333,-0.014000,50.494228,36.345472,1.390333,-0.081333,49.701938,5.265437,0.283333,-0.079333,52.925884,15.172852,0.256333,-0.423333,33.513621,55.834344
M_IZ_L206M1NAAA,74.036116,25.963884,0.761753,49.808311,1.688333,35.638775,0.451369,29.513366,0.379367,24.805303,0.793333,75.748269,0.555000,0.340000,23.486418,20.299445,38.879171,-153.797750,-6.787129,21.466511,30.295798,38.074333,27.012667,11.061667,18.908943,52.998559,1.642000,-2.785000,4.427000,61.707216,42.801153,8.241333,-3.614667,11.856000,28.228554,53.545180,53.946333,56.284333,17.025667,33.471667,54.646667,33.471667,39.258667,9.391869,59.069010,94.361736,74.036116,-8.237000,-0.221667,-10.242667,-7.658000,-5.972333,-9.628000,10.021000,55.326775,13.464468,87.982565,90.194569,-6.208000,-20.326333,14.118333,93.467240,24.478584,9.609333,45.397000,3.655667,46.586333,61.027667,8.332000,57.450000,73.739126,31.444303,80.543598,97.618270,3.540333,-3.122333,6.662667,24.631730,75.503376,1.924000,-11.418333,13.342333,10.994942,72.157241,2.235000,13.542333,-5.762000,-0.154333,10.882000,-2.835667,19.304333,54.678119,24.804419,81.705518,89.527208,27.862667,-25.167333,53.030000,80.493621,55.066160,38.406667,-29.620000,0.622333,-0.224667,17.423486,17.507926,0.816000,-0.119000,33.174639,79.795199,0.088333,-0.053333,17.854852,58.382222,0.216667,-0.216333,23.507834,66.964696,0.479000,-0.053333,35.285840,73.580234,0.095667,-0.009667,54.342451,28.778267,0.910333,-0.116333,55.530918,2.739462,0.210667,-0.055667,55.325251,14.292275,0.153667,-0.330000,41.317397,60.283262
M_IZ_L206M2NAAA,74.704693,25.295307,0.821090,53.666013,1.606667,37.376297,0.510798,33.385501,0.377610,24.680392,0.688333,87.424239,0.576667,0.341667,-22.980870,88.702581,150.068231,-156.983372,-49.928675,5.269369,46.738812,24.490333,14.348333,10.142000,21.851544,54.355184,1.690667,-5.248000,6.938667,61.493067,65.105159,6.870667,-4.684333,11.555000,32.103907,84.422590,43.302667,44.061000,0.294333,20.812667,47.066000,20.812667,46.771667,4.657488,60.106214,92.002017,74.704693,-12.188333,0.676333,-14.628667,-12.141333,-9.802667,-13.925000,15.381333,55.790684,27.734415,86.639531,84.298169,-0.629667,-14.316667,13.687000,90.165849,41.359943,11.468667,48.741000,2.026000,49.894000,60.393667,7.457667,58.367667,74.393223,50.580535,80.288742,98.850596,7.873000,1.176667,6.696333,7.905424,72.112667,-2.405000,-21.127333,18.722333,76.777335,82.719569,-1.874000,11.705667,-7.379667,-0.679000,10.135667,-2.139000,19.085333,57.225115,49.539506,85.995383,83.629424,24.528333,-35.629333,60.157667,63.695556,27.868794,62.670000,-25.680000,0.781000,-0.261667,16.786533,46.134947,0.678333,-0.153000,34.269090,71.174575,0.088333,-0.059000,17.939393,53.428852,0.141000,-0.241333,32.641565,49.360738,0.493333,-0.080667,35.863207,72.005141,0.113000,-0.010667,43.193537,30.509681,1.013667,-0.110000,55.048630,3.737630,0.185000,-0.184000,60.618170,27.450393,0.294000,-0.354333,39.997628,60.721898
M_IZ_L207M1NAAA,68.574110,31.425890,0.728560,47.618301,1.405000,42.906203,0.522180,34.129421,0.385257,25.180174,0.706667,85.395764,0.405000,0.293333,-31.004686,35.226348,100.637607,-110.324289,-53.349594,13.534330,35.661716,26.470000,20.477667,5.992333,44.443322,57.021477,3.490000,-0.081333,3.571333,63.120107,22.377432,7.050000,-1.788667,8.838667,39.305245,26.495726,39.966333,40.068000,11.658333,20.911333,40.656000,20.911333,29.308333,0.610501,60.491523,100.000000,68.574110,-5.693333,0.980000,-6.403667,-5.990333,-3.856333,-6.686333,7.880333,41.780251,46.079154,91.347033,73.105309,-4.693667,-15.395000,10.701333,64.823302,29.616927,6.760667,31.857333,4.875333,32.930667,43.591000,5.141333,38.949000,68.216559,30.564919,76.082696,97.703992,-1.093667,-8.268000,7.174333,53.862677,76.576223,-3.300667,-11.724667,8.424000,9.677557,68.076050,6.849667,10.329333,-4.551667,-4.463333,6.935000,-4.463333,14.885000,51.103794,67.872882,95.846859,68.574110,29.779667,-35.929667,65.709333,68.280807,39.495259,47.250000,-36.263333,0.246667,-0.241667,38.376551,62.128965,0.734667,-0.127000,26.828790,76.197657,0.053333,-0.033667,62.658588,17.936728,0.214333,-0.156333,17.854537,95.773014,0.280000,-0.106333,36.235626,3.451913,0.041333,-0.007333,45.599227,62.173874,0.732333,-0.118667,52.582257,4.031041,0.094333,-0.109667,57.484882,22.898687,0.303000,-0.149000,48.623323,58.362206
M_IZ_L217M1NAAA,65.680103,34.319897,1.101283,67.563395,1.226667,48.961958,0.899751,55.199432,0.549837,33.732311,0.638333,94.421315,0.388333,0.200000,-43.915305,31.455232,61.864757,-161.114916,13.608495,33.339650,16.852141,3.508333,-1.130333,4.638667,54.176495,44.431151,3.198667,-2.644667,5.843333,27.902404,78.732442,5.563667,0.159333,5.404333,36.140637,56.478015,28.381333,28.386667,-14.417667,-3.972333,26.699333,-3.972333,42.804333,0.130719,55.908906,91.077584,65.680103,-8.117000,3.946000,-9.290000,-9.529333,-6.697667,-10.873333,14.819333,39.170764,65.272086,94.647622,70.565774,-11.606333,-26.211667,14.605333,30.612245,25.847695,11.743333,38.695000,1.801667,40.092667,58.550333,7.161333,56.748667,65.272086,37.301248,75.325916,96.097987,1.380667,-12.655000,14.035667,39.257307,76.189380,6.965667,-12.933000,19.898667,10.201437,84.757869,4.911667,11.573333,-12.800667,-12.749333,6.347000,-12.749333,24.407000,48.695184,65.272086,97.447273,65.680103,13.094000,-18.372000,31.466000,88.471524,72.197840,89.273333,-61.773333,0.329667,-0.651000,37.565094,48.135695,0.646667,-0.207000,19.532310,61.856189,0.126333,-0.064333,17.675567,43.751851,0.638000,-0.192000,17.110596,93.859612,0.370333,-0.098667,36.893989,43.461724,0.082333,-0.007333,44.824133,30.790429,0.971333,-0.225667,49.223543,6.669945,0.140333,-0.010667,50.651368,44.952693,0.011667,-0.121667,6.063781,51.608497
M_IZ_L226M1NAAA,66.634178,33.365822,1.091797,59.988828,1.263333,47.544958,0.866107,47.588301,0.571963,31.426557,0.621667,96.654570,0.428333,0.213333,-14.857633,70.499643,131.083834,-138.925114,-98.854003,5.865430,61.784660,5.168333,1.302333,3.866000,45.810498,78.839626,-0.149000,-3.298000,3.149000,20.656831,67.660606,8.779333,-3.300000,12.079333,54.154247,55.257493,21.122000,21.207000,-11.701333,-0.611000,21.252333,-0.611000,33.354000,0.943169,57.373920,88.127902,66.634178,-4.363333,-0.303333,-6.867000,-6.554000,-5.277000,-8.537333,8.234000,32.418447,45.609555,81.218546,81.776784,11.354333,-9.907000,21.261333,32.240437,72.559877,3.928000,38.495333,3.571333,39.487667,48.534333,0.274333,48.260000,66.237970,25.104040,73.899255,97.363669,4.231000,-3.550667,7.781667,66.020732,73.212403,4.448333,-12.839000,17.287333,56.087316,92.331114,-2.030333,9.959000,-15.162333,-15.223667,9.482333,-15.223667,25.698333,38.595860,66.237970,83.615582,66.634178,17.005333,-42.593000,59.598333,65.190677,27.553270,110.040000,-56.366667,0.387000,-0.515333,44.246266,55.182795,0.635000,-0.124667,47.695181,90.337125,0.030333,-0.075000,57.328349,44.186935,0.223667,-0.442000,44.164795,40.023564,0.331333,-0.049667,51.626743,93.715847,0.109667,-0.005000,47.694171,29.284269,1.399000,-0.068000,48.575741,3.695926,0.427000,-0.074667,47.528051,14.264001,0.636667,-0.474333,33.314589,47.892697
M_IZ_L253M1NAAA,65.244040,34.755960,1.086870,71.504605,1.021667,58.741147,1.064066,70.004323,0.533330,35.087500,0.516667,116.160737,0.350000,0.155000,-55.771914,100.199991,212.647554,-237.933457,-145.045850,39.829611,58.081914,31.018667,26.802333,4.216333,31.798852,47.255101,7.603000,-5.013667,12.616667,21.064256,70.937870,1.904333,-5.914333,7.818667,53.870550,78.465652,51.594000,51.719333,14.457333,25.080333,54.617333,25.080333,40.160000,2.416241,55.288745,85.636774,65.244040,2.160000,7.365000,-5.222667,-5.463333,1.329667,-6.064000,13.431333,21.700397,64.754530,91.195246,66.724622,14.582333,0.239000,14.343333,58.601895,74.746604,4.639667,46.592667,4.513333,48.545000,66.350667,2.037000,64.313667,64.754530,29.378703,75.198388,98.030690,9.366667,-0.924667,10.291333,88.407947,32.333333,3.147333,-26.054667,29.202000,70.127863,91.512453,-1.200667,14.663000,-11.702000,-10.508667,3.918667,-10.508667,26.365000,47.479136,63.937323,87.267115,65.244040,25.555000,-33.781333,59.336333,85.470889,26.894681,65.850000,-37.536667,0.695667,-0.880000,36.548747,75.261495,0.737667,-0.321000,28.412793,93.501509,0.120333,-0.117000,18.098072,79.981380,0.332000,-0.389000,38.138471,97.546034,0.428667,-0.162333,19.226850,85.148047,0.089333,-0.019000,44.700765,11.092835,1.109667,-0.099000,47.805270,6.519801,0.473667,-0.147333,52.200366,16.971022,0.341333,-0.383000,42.263707,53.023209
M_IZ_L260M1NAAA,67.841331,32.158669,1.227457,64.264747,1.586667,37.818209,0.773884,40.517505,0.629143,32.939442,0.825000,72.734397,0.498333,0.263333,-47.364239,59.930317,84.909180,-112.850639,-48.341678,24.467438,-3.411110,39.422333,23.366667,16.055667,69.427836,97.679526,0.090000,-4.672000,4.762000,30.685224,67.826743,1.143667,-8.381000,9.524667,32.773860,55.628973,49.887000,55.100000,18.098667,34.809000,54.700000,34.809000,37.576000,10.497298,52.084138,86.972621,67.841331,1.455667,3.595000,-5.234333,-5.209000,0.767667,-5.444000,9.039000,9.767695,66.695442,94.664172,70.252675,3.096000,-12.418000,15.514000,86.931040,21.829613,13.575667,41.067667,7.132333,41.912667,50.164000,13.201667,43.031667,67.526180,32.305164,78.561995,99.575372,0.214333,-5.504667,5.719000,46.304842,34.500848,9.812667,-2.607333,12.420000,37.314413,96.765082,-3.198333,16.761000,-7.802000,0.859000,6.093000,-5.355667,24.563000,48.219221,24.752303,72.878824,100.000000,29.674667,-18.676000,48.350667,77.257988,55.319278,79.656667,-37.773333,0.757000,-0.437333,11.655025,48.830612,0.808000,-0.130333,31.284428,84.079935,0.108667,-0.065000,20.064865,58.924681,0.347667,-0.338667,21.654819,18.290022,0.429000,-0.074667,35.102066,88.430736,0.119000,-0.005667,43.884776,50.801565,1.287333,-0.064667,44.173065,2.940819,0.327667,-0.051333,50.733403,39.084423,0.101333,-0.608667,19.396846,50.415936
M_IZ_L265M1NAAA,63.074921,36.925079,1.185647,77.510054,1.133333,52.961745,1.046762,68.430921,0.587260,38.391257,0.558333,107.499253,0.398333,0.176667,-89.651367,69.417587,141.458170,-198.094444,-84.715526,30.161821,7.283316,20.879333,16.003667,4.875667,16.475066,54.286733,2.636333,-2.929333,5.565667,45.022037,68.708541,6.623667,-4.605667,11.229333,68.759342,56.326474,42.939667,43.874333,2.043000,10.719333,43.444667,10.719333,42.092333,3.336399,55.875374,95.235426,63.074921,-6.509000,1.822333,-7.635333,-6.955333,-6.631667,-11.003667,12.826000,40.352913,42.902631,75.277302,88.687140,3.030333,-13.609333,16.639667,60.821857,10.809315,3.010333,38.362667,2.275667,39.708000,61.032333,1.570667,59.826000,62.633573,28.798989,74.250345,98.825433,7.027667,-2.068333,9.096000,62.030854,62.277884,-3.107000,-26.536333,23.429333,24.032402,34.226190,6.441000,14.667000,-8.155333,-8.309000,12.005333,-8.575000,23.242000,48.664999,62.633573,97.052959,63.666413,33.132333,-29.856000,62.988333,86.180235,10.109508,91.406667,-49.020000,0.862667,-0.556667,6.774776,52.785272,0.567667,-0.376333,40.032712,56.421409,0.118667,-0.118667,60.941583,84.998586,0.418000,-0.424667,19.882979,64.176883,0.379667,-0.184000,47.175569,84.998586,0.101333,-0.010667,47.241724,62.086332,1.247333,-0.116333,49.249408,4.854827,0.372000,-0.109000,53.067649,6.312847,0.199000,-0.482667,36.007560,53.365935
M_IZ_L271M1NAAA,71.398663,28.601337,0.878107,57.019913,1.195000,50.218584,0.735349,47.749955,0.461110,29.942208,0.593333,101.167949,0.381667,0.220000,-65.383830,73.910823,113.766175,-166.810895,-73.825081,36.019519,-14.306367,25.509333,19.250667,6.258667,35.380432,43.989629,1.158333,-3.861667,5.020000,27.472003,65.606765,12.741667,-3.935333,16.677000,36.985667,53.282879,48.801000,49.185000,12.507000,25.284667,50.842667,25.284667,38.585667,5.337844,61.213180,87.456989,71.398663,-10.178000,2.690667,-10.451333,-3.819000,-3.819000,-12.970000,16.059667,57.596378,2.352624,71.398663,94.472755,-5.341667,-19.273000,13.931333,30.847343,65.686342,12.316000,49.523333,12.282333,50.449667,57.172000,10.667333,46.874667,70.980175,0.416114,77.689995,98.749127,0.746333,-13.245000,13.991333,74.462880,49.084662,5.134333,-24.462667,29.597000,54.680110,76.274007,3.478333,24.414333,-5.121333,3.258333,5.714667,0.340667,29.535667,59.255461,7.669884,96.080127,83.423213,13.611333,-19.539333,33.150667,9.762325,77.299994,54.670000,-64.440000,0.388667,-0.474333,13.445051,70.724662,0.663667,-0.120000,19.517449,76.827872,0.123667,-0.036333,18.410950,35.067837,0.679333,-0.193333,16.320883,97.642394,0.099333,-0.094333,71.095954,60.369238,0.035333,-0.032667,16.455840,63.535802,0.678333,-0.106667,55.900668,6.412045,0.220333,-0.019667,50.897489,46.542268,0.047333,-0.096667,65.114452,55.723528
M_IZ_L285M1NAAA,67.950079,32.049921,1.027053,61.134127,1.481667,40.566867,0.693969,41.307666,0.553727,32.959921,0.763333,78.747880,0.421667,0.296667,-79.830189,63.638881,55.538320,-90.535854,-97.510202,24.956530,31.129008,21.797333,5.607667,16.189667,36.559910,98.079530,7.240667,-0.763000,8.003667,66.815242,2.934988,9.268333,-8.714333,17.982667,34.867248,84.888427,30.248000,32.676667,-7.792000,7.223667,32.866333,7.223667,41.653000,6.538873,51.626980,94.970691,67.950079,-2.303333,5.931333,-4.359000,-4.395000,-4.088333,-8.627667,14.559000,51.166613,46.421546,78.272660,82.049445,-4.950333,-26.460333,21.510000,65.260790,26.925877,8.844333,22.381333,-0.847333,22.946000,31.416000,11.388333,32.263333,67.612022,41.665177,84.806857,100.000000,6.403667,-1.422000,7.825667,99.523810,57.819883,2.471667,-12.109333,14.581000,19.360875,65.840898,-8.525333,10.596333,-22.615333,-20.543000,-2.696333,-20.543000,33.211667,47.351630,65.107488,91.225989,67.950079,26.371000,-38.960333,65.331333,88.518269,32.731956,48.983333,-86.673333,0.791667,-0.544333,17.138272,50.278360,0.781333,-0.104333,28.964790,87.361661,0.062000,-0.121333,8.225203,41.835188,0.219000,-0.600667,7.883190,29.366629,0.541333,-0.075000,39.560491,29.586230,0.149667,-0.005000,39.795324,28.005268,1.092667,-0.027000,46.271712,30.469550,0.337333,-0.106000,50.532279,12.753777,0.473000,-0.275333,36.937025,50.873945
M_IZ_L288M1NAAA,67.435003,32.564997,1.209640,67.202222,1.070000,56.087832,1.130968,62.831572,0.583877,32.437593,0.541667,110.977553,0.353333,0.175000,-95.609195,96.253777,200.044741,-195.402936,-112.622234,27.205470,37.376381,10.938000,7.081667,3.856333,47.045507,54.673088,6.523000,-2.004667,8.527667,19.478163,72.126573,0.361667,-8.095333,8.457000,54.276977,62.991539,28.286667,30.248333,-11.353000,3.067000,30.610667,3.067000,42.753333,7.787155,54.532840,95.860127,67.435003,-1.562000,2.482000,-7.896000,-7.784667,-2.356667,-8.483333,11.029000,20.574330,66.188789,91.310140,72.117890,3.789000,-13.550000,17.339000,45.202778,17.608350,7.413000,43.016000,-1.350000,44.604000,57.691333,6.127333,59.041333,66.967605,44.714611,75.398472,99.065203,6.332667,-1.319000,7.651667,91.913186,78.046883,14.801667,-8.663667,23.465333,16.224283,33.650794,7.187333,17.330667,-8.687000,-6.537333,10.733667,-6.537333,26.017667,52.972131,65.418438,95.458260,67.435003,29.391667,-13.717000,43.108667,77.836095,74.304945,163.650000,-81.466667,0.893000,-0.744333,34.873709,51.886852,0.777333,-0.450667,19.627883,34.112803,0.129000,-0.113333,39.785429,60.693715,0.515333,-0.476000,13.554886,62.953962,0.628667,-0.201000,19.633817,94.341432,0.133667,-0.015000,45.770113,24.613994,1.160000,-0.088667,48.918231,5.141276,0.492000,-0.021667,53.895170,88.638647,0.032000,-0.621000,2.498581,53.583534
